date,total_ridership,day_of_week,daytype,holiday,year,month,week
2019-08-12,542300,Monday,W,,2019,8,33
2019-08-13,573756,Tuesday,W,,2019,8,33
2019-08-14,574287,Wednesday,W,,2019,8,33
2019-08-15,578542,Thursday,W,,2019,8,33
2019-08-16,555417,Friday,W,,2019,8,33
2019-08-17,320488,Saturday,A,,2019,8,33
2019-08-18,235285,Sunday,U,,2019,8,33
2019-08-19,550758,Monday,W,,2019,8,34
2019-08-20,566791,Tuesday,W,,2019,8,34
2019-08-21,595463,Wednesday,W,,2019,8,34
2019-08-22,610188,Thursday,W,,2019,8,34
2019-08-23,595205,Friday,W,,2019,8,34
2019-08-24,343244,Saturday,A,,2019,8,34
2019-08-25,266013,Sunday,U,,2019,8,34
2019-08-26,557843,Monday,W,,2019,8,35
2019-08-27,608828,Tuesday,W,,2019,8,35
2019-08-28,605674,Wednesday,W,,2019,8,35
2019-08-29,614420,Thursday,W,,2019,8,35
2019-08-30,590036,Friday,W,,2019,8,35
2019-08-31,346783,Saturday,A,,2019,8,35
2019-09-01,289538,Sunday,U,,2019,9,35
2019-09-02,266299,Monday,U,Labor Day,2019,9,36
2019-09-03,609738,Tuesday,W,,2019,9,36
2019-09-04,629944,Wednesday,W,,2019,9,36
2019-09-05,660962,Thursday,W,,2019,9,36
2019-09-06,614630,Friday,W,,2019,9,36
2019-09-07,336795,Saturday,A,,2019,9,36
2019-09-08,252064,Sunday,U,,2019,9,36
2019-09-09,608715,Monday,W,,2019,9,37
2019-09-10,635385,Tuesday,W,,2019,9,37
2019-09-11,641949,Wednesday,W,,2019,9,37
2019-09-12,656662,Thursday,W,,2019,9,37
2019-09-13,661276,Friday,W,,2019,9,37
2019-09-14,390373,Saturday,A,,2019,9,37
2019-09-15,285836,Sunday,U,,2019,9,37
2019-09-16,642179,Monday,W,,2019,9,38
2019-09-17,658180,Tuesday,W,,2019,9,38
2019-09-18,666453,Wednesday,W,,2019,9,38
2019-09-19,673889,Thursday,W,,2019,9,38
2019-09-20,663323,Friday,W,,2019,9,38
2019-09-21,352783,Saturday,A,,2019,9,38
2019-09-22,243010,Sunday,U,,2019,9,38
2019-09-23,633118,Monday,W,,2019,9,39
2019-09-24,644403,Tuesday,W,,2019,9,39
2019-09-25,645290,Wednesday,W,,2019,9,39
2019-09-26,653519,Thursday,W,,2019,9,39
2019-09-27,578027,Friday,W,,2019,9,39
2019-09-28,321772,Saturday,A,,2019,9,39
2019-09-29,238705,Sunday,U,,2019,9,39
2019-09-30,609540,Monday,W,,2019,9,40
2019-10-01,637557,Tuesday,W,,2019,10,40
2019-10-02,632248,Wednesday,W,,2019,10,40
2019-10-03,645500,Thursday,W,,2019,10,40
2019-10-04,611846,Friday,W,,2019,10,40
2019-10-05,311601,Saturday,A,,2019,10,40
2019-10-06,249171,Sunday,U,,2019,10,40
2019-10-07,618012,Monday,W,,2019,10,41
2019-10-08,638980,Tuesday,W,,2019,10,41
2019-10-09,632635,Wednesday,W,,2019,10,41
2019-10-10,663722,Thursday,W,,2019,10,41
2019-10-11,629241,Friday,W,,2019,10,41
2019-10-12,376993,Saturday,A,,2019,10,41
2019-10-13,424822,Sunday,U,,2019,10,41
2019-10-14,576715,Monday,W,,2019,10,42
2019-10-15,650785,Tuesday,W,,2019,10,42
2019-10-16,645857,Wednesday,W,,2019,10,42
2019-10-17,652520,Thursday,W,,2019,10,42
2019-10-18,642829,Friday,W,,2019,10,42
2019-10-19,374997,Saturday,A,,2019,10,42
2019-10-20,276399,Sunday,U,,2019,10,42
2019-10-21,600944,Monday,W,,2019,10,43
2019-10-22,619855,Tuesday,W,,2019,10,43
2019-10-23,653566,Wednesday,W,,2019,10,43
2019-10-24,632997,Thursday,W,,2019,10,43
2019-10-25,602164,Friday,W,,2019,10,43
2019-10-26,285677,Saturday,A,,2019,10,43
2019-10-27,255747,Sunday,U,,2019,10,43
2019-10-28,602650,Monday,W,,2019,10,44
2019-10-29,621019,Tuesday,W,,2019,10,44
2019-10-30,596173,Wednesday,W,,2019,10,44
2019-10-31,573049,Thursday,W,,2019,10,44
2019-11-01,591692,Friday,W,,2019,11,44
2019-11-02,310083,Saturday,A,,2019,11,44
2019-11-03,253541,Sunday,U,,2019,11,44
2019-11-04,616756,Monday,W,,2019,11,45
2019-11-05,632796,Tuesday,W,,2019,11,45
2019-11-06,626858,Wednesday,W,,2019,11,45
2019-11-07,632160,Thursday,W,,2019,11,45
2019-11-08,577914,Friday,W,,2019,11,45
2019-11-09,313656,Saturday,A,,2019,11,45
2019-11-10,238481,Sunday,U,,2019,11,45
2019-11-11,497261,Monday,W,,2019,11,46
2019-11-12,595954,Tuesday,W,,2019,11,46
2019-11-13,599814,Wednesday,W,,2019,11,46
2019-11-14,612897,Thursday,W,,2019,11,46
2019-11-15,602666,Friday,W,,2019,11,46
2019-11-16,323860,Saturday,A,,2019,11,46
2019-11-17,228851,Sunday,U,,2019,11,46
2019-11-18,601620,Monday,W,,2019,11,47
2019-11-19,621299,Tuesday,W,,2019,11,47
2019-11-20,621989,Wednesday,W,,2019,11,47
2019-11-21,619246,Thursday,W,,2019,11,47
2019-11-22,643988,Friday,W,,2019,11,47
2019-11-23,359962,Saturday,A,,2019,11,47
2019-11-24,246381,Sunday,U,,2019,11,47
2019-11-25,593631,Monday,W,,2019,11,48
2019-11-26,581613,Tuesday,W,,2019,11,48
2019-11-27,474148,Wednesday,W,,2019,11,48
2019-11-28,152418,Thursday,U,Thanksgiving Day,2019,11,48
2019-11-29,306852,Friday,W,,2019,11,48
2019-11-30,245769,Saturday,A,,2019,11,48
2019-12-01,211481,Sunday,U,,2019,12,48
2019-12-02,578651,Monday,W,,2019,12,49
2019-12-03,603551,Tuesday,W,,2019,12,49
2019-12-04,608867,Wednesday,W,,2019,12,49
2019-12-05,627234,Thursday,W,,2019,12,49
2019-12-06,600734,Friday,W,,2019,12,49
2019-12-07,330217,Saturday,A,,2019,12,49
2019-12-08,235073,Sunday,U,,2019,12,49
2019-12-09,568781,Monday,W,,2019,12,50
2019-12-10,574404,Tuesday,W,,2019,12,50
2019-12-11,570665,Wednesday,W,,2019,12,50
2019-12-12,590417,Thursday,W,,2019,12,50
2019-12-13,580310,Friday,W,,2019,12,50
2019-12-14,300097,Saturday,A,,2019,12,50
2019-12-15,210118,Sunday,U,,2019,12,50
2019-12-16,534448,Monday,W,,2019,12,51
2019-12-17,558690,Tuesday,W,,2019,12,51
2019-12-18,542416,Wednesday,W,,2019,12,51
2019-12-19,547454,Thursday,W,,2019,12,51
2019-12-20,527421,Friday,W,,2019,12,51
2019-12-21,291509,Saturday,A,,2019,12,51
2019-12-22,232666,Sunday,U,,2019,12,51
2019-12-23,413151,Monday,W,,2019,12,52
2019-12-24,255873,Tuesday,W,,2019,12,52
2019-12-25,109316,Wednesday,U,Christmas Day,2019,12,52
2019-12-26,331945,Thursday,W,,2019,12,52
2019-12-27,367275,Friday,W,,2019,12,52
2019-12-28,243866,Saturday,A,,2019,12,52
2019-12-29,206375,Sunday,U,,2019,12,52
2019-12-30,396014,Monday,W,,2019,12,1
2019-12-31,355612,Tuesday,W,,2019,12,1
2020-01-01,208791,Wednesday,U,New Year's Day,2020,1,1
2020-01-02,462906,Thursday,W,,2020,1,1
2020-01-03,473606,Friday,W,,2020,1,1
2020-01-04,247309,Saturday,A,,2020,1,1
2020-01-05,191155,Sunday,U,,2020,1,1
2020-01-06,540215,Monday,W,,2020,1,2
2020-01-07,554939,Tuesday,W,,2020,1,2
2020-01-08,544888,Wednesday,W,,2020,1,2
2020-01-09,556370,Thursday,W,,2020,1,2
2020-01-10,535974,Friday,W,,2020,1,2
2020-01-11,227016,Saturday,A,,2020,1,2
2020-01-12,194078,Sunday,U,,2020,1,2
2020-01-13,573311,Monday,W,,2020,1,3
2020-01-14,589980,Tuesday,W,,2020,1,3
2020-01-15,589800,Wednesday,W,,2020,1,3
2020-01-16,586459,Thursday,W,,2020,1,3
2020-01-17,563369,Friday,W,,2020,1,3
2020-01-18,257972,Saturday,A,,2020,1,3
2020-01-19,178787,Sunday,U,,2020,1,3
2020-01-20,336097,Monday,W,,2020,1,4
2020-01-21,583516,Tuesday,W,,2020,1,4
2020-01-22,585984,Wednesday,W,,2020,1,4
2020-01-23,587680,Thursday,W,,2020,1,4
2020-01-24,554794,Friday,W,,2020,1,4
2020-01-25,258801,Saturday,A,,2020,1,4
2020-01-26,196868,Sunday,U,,2020,1,4
2020-01-27,571218,Monday,W,,2020,1,5
2020-01-28,586067,Tuesday,W,,2020,1,5
2020-01-29,582526,Wednesday,W,,2020,1,5
2020-01-30,588764,Thursday,W,,2020,1,5
2020-01-31,545089,Friday,W,,2020,1,5
2020-02-01,265407,Saturday,A,,2020,2,5
2020-02-02,207550,Sunday,U,,2020,2,5
2020-02-03,565753,Monday,W,,2020,2,6
2020-02-04,582795,Tuesday,W,,2020,2,6
2020-02-05,580908,Wednesday,W,,2020,2,6
2020-02-06,576002,Thursday,W,,2020,2,6
2020-02-07,555491,Friday,W,,2020,2,6
2020-02-08,264889,Saturday,A,,2020,2,6
2020-02-09,183169,Sunday,U,,2020,2,6
2020-02-10,569742,Monday,W,,2020,2,7
2020-02-11,588769,Tuesday,W,,2020,2,7
2020-02-12,572313,Wednesday,W,,2020,2,7
2020-02-13,565516,Thursday,W,,2020,2,7
2020-02-14,516033,Friday,W,,2020,2,7
2020-02-15,266115,Saturday,A,,2020,2,7
2020-02-16,219554,Sunday,U,,2020,2,7
2020-02-17,412780,Monday,W,,2020,2,8
2020-02-18,583807,Tuesday,W,,2020,2,8
2020-02-19,580765,Wednesday,W,,2020,2,8
2020-02-20,575001,Thursday,W,,2020,2,8
2020-02-21,554808,Friday,W,,2020,2,8
2020-02-22,280221,Saturday,A,,2020,2,8
2020-02-23,213581,Sunday,U,,2020,2,8
2020-02-24,559785,Monday,W,,2020,2,9
2020-02-25,569398,Tuesday,W,,2020,2,9
2020-02-26,560166,Wednesday,W,,2020,2,9
2020-02-27,573614,Thursday,W,,2020,2,9
2020-02-28,546571,Friday,W,,2020,2,9
2020-02-29,275226,Saturday,A,,2020,2,9
2020-03-01,216786,Sunday,U,,2020,3,9
2020-03-02,546881,Monday,W,,2020,3,10
2020-03-03,576219,Tuesday,W,,2020,3,10
2020-03-04,574096,Wednesday,W,,2020,3,10
2020-03-05,573719,Thursday,W,,2020,3,10
2020-03-06,537819,Friday,W,,2020,3,10
2020-03-07,296509,Saturday,A,,2020,3,10
2020-03-08,218520,Sunday,U,,2020,3,10
2020-03-09,531737,Monday,W,,2020,3,11
2020-03-10,557514,Tuesday,W,,2020,3,11
2020-03-11,542523,Wednesday,W,,2020,3,11
2020-03-12,494032,Thursday,W,,2020,3,11
2020-03-13,407648,Friday,W,,2020,3,11
2020-03-14,190787,Saturday,A,,2020,3,11
2020-03-15,135026,Sunday,U,,2020,3,11
2020-03-16,233881,Monday,W,,2020,3,12
2020-03-17,178417,Tuesday,W,,2020,3,12
2020-03-18,147234,Wednesday,W,,2020,3,12
2020-03-19,133848,Thursday,W,,2020,3,12
2020-03-20,125459,Friday,W,,2020,3,12
2020-03-21,70133,Saturday,A,,2020,3,12
2020-03-22,49033,Sunday,U,,2020,3,12
2020-03-23,85386,Monday,W,,2020,3,13
2020-03-24,86470,Tuesday,W,,2020,3,13
2020-03-25,87785,Wednesday,W,,2020,3,13
2020-03-26,82815,Thursday,W,,2020,3,13
2020-03-27,84337,Friday,W,,2020,3,13
2020-03-28,55472,Saturday,A,,2020,3,13
2020-03-29,46801,Sunday,U,,2020,3,13
2020-03-30,79642,Monday,W,,2020,3,14
2020-03-31,77764,Tuesday,W,,2020,3,14
2020-04-01,81672,Wednesday,W,,2020,4,14
2020-04-02,77705,Thursday,W,,2020,4,14
2020-04-03,82466,Friday,W,,2020,4,14
2020-04-04,53219,Saturday,A,,2020,4,14
2020-04-05,43629,Sunday,U,,2020,4,14
2020-04-06,73240,Monday,W,,2020,4,15
2020-04-07,74146,Tuesday,W,,2020,4,15
2020-04-08,72571,Wednesday,W,,2020,4,15
2020-04-09,70800,Thursday,W,,2020,4,15
2020-04-10,69888,Friday,W,,2020,4,15
2020-04-11,48426,Saturday,A,,2020,4,15
2020-04-12,37943,Sunday,U,,2020,4,15
2020-04-13,64554,Monday,W,,2020,4,16
2020-04-14,64996,Tuesday,W,,2020,4,16
2020-04-15,64366,Wednesday,W,,2020,4,16
2020-04-16,65117,Thursday,W,,2020,4,16
2020-04-17,63624,Friday,W,,2020,4,16
2020-04-18,47243,Saturday,A,,2020,4,16
2020-04-19,38984,Sunday,U,,2020,4,16
2020-04-20,64507,Monday,W,,2020,4,17
2020-04-21,63584,Tuesday,W,,2020,4,17
2020-04-22,63532,Wednesday,W,,2020,4,17
2020-04-23,63610,Thursday,W,,2020,4,17
2020-04-24,64466,Friday,W,,2020,4,17
2020-04-25,41913,Saturday,A,,2020,4,17
2020-04-26,38851,Sunday,U,,2020,4,17
2020-04-27,63538,Monday,W,,2020,4,18
2020-04-28,64725,Tuesday,W,,2020,4,18
2020-04-29,61181,Wednesday,W,,2020,4,18
2020-04-30,65133,Thursday,W,,2020,4,18
2020-05-01,73242,Friday,W,,2020,5,18
2020-05-02,47842,Saturday,A,,2020,5,18
2020-05-03,39923,Sunday,U,,2020,5,18
2020-05-04,65491,Monday,W,,2020,5,19
2020-05-05,63666,Tuesday,W,,2020,5,19
2020-05-06,67808,Wednesday,W,,2020,5,19
2020-05-07,68971,Thursday,W,,2020,5,19
2020-05-08,67464,Friday,W,,2020,5,19
2020-05-09,48028,Saturday,A,,2020,5,19
2020-05-10,35548,Sunday,U,,2020,5,19
2020-05-11,63802,Monday,W,,2020,5,20
2020-05-12,66733,Tuesday,W,,2020,5,20
2020-05-13,68632,Wednesday,W,,2020,5,20
2020-05-14,62571,Thursday,W,,2020,5,20
2020-05-15,67749,Friday,W,,2020,5,20
2020-05-16,48653,Saturday,A,,2020,5,20
2020-05-17,32850,Sunday,U,,2020,5,20
2020-05-18,66408,Monday,W,,2020,5,21
2020-05-19,65529,Tuesday,W,,2020,5,21
2020-05-20,70331,Wednesday,W,,2020,5,21
2020-05-21,69976,Thursday,W,,2020,5,21
2020-05-22,71021,Friday,W,,2020,5,21
2020-05-23,47860,Saturday,A,,2020,5,21
2020-05-24,43269,Sunday,U,,2020,5,21
2020-05-25,42977,Monday,U,Memorial Day,2020,5,22
2020-05-26,69792,Tuesday,W,,2020,5,22
2020-05-27,71088,Wednesday,W,,2020,5,22
2020-05-28,71138,Thursday,W,,2020,5,22
2020-05-29,76057,Friday,W,,2020,5,22
2020-05-30,56503,Saturday,A,,2020,5,22
2020-05-31,19120,Sunday,U,,2020,5,22
2020-06-01,22537,Monday,W,,2020,6,23
2020-06-02,25835,Tuesday,W,,2020,6,23
2020-06-03,56040,Wednesday,W,,2020,6,23
2020-06-04,68474,Thursday,W,,2020,6,23
2020-06-05,74313,Friday,W,,2020,6,23
2020-06-06,56124,Saturday,A,,2020,6,23
2020-06-07,43387,Sunday,U,,2020,6,23
2020-06-08,82325,Monday,W,,2020,6,24
2020-06-09,80851,Tuesday,W,,2020,6,24
2020-06-10,83282,Wednesday,W,,2020,6,24
2020-06-11,90673,Thursday,W,,2020,6,24
2020-06-12,93087,Friday,W,,2020,6,24
2020-06-13,65882,Saturday,A,,2020,6,24
2020-06-14,54107,Sunday,U,,2020,6,24
2020-06-15,91694,Monday,W,,2020,6,25
2020-06-16,93832,Tuesday,W,,2020,6,25
2020-06-17,96479,Wednesday,W,,2020,6,25
2020-06-18,97878,Thursday,W,,2020,6,25
2020-06-19,102510,Friday,W,,2020,6,25
2020-06-20,65807,Saturday,A,,2020,6,25
2020-06-21,57775,Sunday,U,,2020,6,25
2020-06-22,93878,Monday,W,,2020,6,26
2020-06-23,107374,Tuesday,W,,2020,6,26
2020-06-24,108942,Wednesday,W,,2020,6,26
2020-06-25,114080,Thursday,W,,2020,6,26
2020-06-26,106802,Friday,W,,2020,6,26
2020-06-27,85523,Saturday,A,,2020,6,26
2020-06-28,70883,Sunday,U,,2020,6,26
2020-06-29,109168,Monday,W,,2020,6,27
2020-06-30,115303,Tuesday,W,,2020,6,27
2020-07-01,122271,Wednesday,W,,2020,7,27
2020-07-02,122590,Thursday,W,,2020,7,27
2020-07-03,103562,Friday,U,,2020,7,27
2020-07-04,76843,Saturday,A,Independence Day,2020,7,27
2020-07-05,69251,Sunday,U,,2020,7,27
2020-07-06,117642,Monday,W,,2020,7,28
2020-07-07,121142,Tuesday,W,,2020,7,28
2020-07-08,123227,Wednesday,W,,2020,7,28
2020-07-09,123330,Thursday,W,,2020,7,28
2020-07-10,127901,Friday,W,,2020,7,28
2020-07-11,91496,Saturday,A,,2020,7,28
2020-07-12,73656,Sunday,U,,2020,7,28
2020-07-13,122628,Monday,W,,2020,7,29
2020-07-14,125622,Tuesday,W,,2020,7,29
2020-07-15,121540,Wednesday,W,,2020,7,29
2020-07-16,127394,Thursday,W,,2020,7,29
2020-07-17,132676,Friday,W,,2020,7,29
2020-07-18,88985,Saturday,A,,2020,7,29
2020-07-19,65777,Sunday,U,,2020,7,29
2020-07-20,122864,Monday,W,,2020,7,30
2020-07-21,122229,Tuesday,W,,2020,7,30
2020-07-22,125535,Wednesday,W,,2020,7,30
2020-07-23,129086,Thursday,W,,2020,7,30
2020-07-24,132420,Friday,W,,2020,7,30
2020-07-25,94553,Saturday,A,,2020,7,30
2020-07-26,73401,Sunday,U,,2020,7,30
2020-07-27,118558,Monday,W,,2020,7,31
2020-07-28,126003,Tuesday,W,,2020,7,31
2020-07-29,125228,Wednesday,W,,2020,7,31
2020-07-30,128545,Thursday,W,,2020,7,31
2020-07-31,135364,Friday,W,,2020,7,31
2020-08-01,95373,Saturday,A,,2020,8,31
2020-08-02,72692,Sunday,U,,2020,8,31
2020-08-03,125453,Monday,W,,2020,8,32
2020-08-04,129735,Tuesday,W,,2020,8,32
2020-08-05,129682,Wednesday,W,,2020,8,32
2020-08-06,131256,Thursday,W,,2020,8,32
2020-08-07,135596,Friday,W,,2020,8,32
2020-08-08,96398,Saturday,A,,2020,8,32
2020-08-09,76468,Sunday,U,,2020,8,32
2020-08-10,79475,Monday,W,,2020,8,33
2020-08-11,113964,Tuesday,W,,2020,8,33
2020-08-12,120624,Wednesday,W,,2020,8,33
2020-08-13,124128,Thursday,W,,2020,8,33
2020-08-14,128003,Friday,W,,2020,8,33
2020-08-15,87499,Saturday,A,,2020,8,33
2020-08-16,73018,Sunday,U,,2020,8,33
2020-08-17,121450,Monday,W,,2020,8,34
2020-08-18,127800,Tuesday,W,,2020,8,34
2020-08-19,130470,Wednesday,W,,2020,8,34
2020-08-20,132271,Thursday,W,,2020,8,34
2020-08-21,135775,Friday,W,,2020,8,34
2020-08-22,97256,Saturday,A,,2020,8,34
2020-08-23,75890,Sunday,U,,2020,8,34
2020-08-24,125103,Monday,W,,2020,8,35
2020-08-25,128305,Tuesday,W,,2020,8,35
2020-08-26,130278,Wednesday,W,,2020,8,35
2020-08-27,131251,Thursday,W,,2020,8,35
2020-08-28,134777,Friday,W,,2020,8,35
2020-08-29,97746,Saturday,A,,2020,8,35
2020-08-30,78307,Sunday,U,,2020,8,35
2020-08-31,128365,Monday,W,,2020,8,36
2020-09-01,129736,Tuesday,W,,2020,9,36
2020-09-02,138718,Wednesday,W,,2020,9,36
2020-09-03,142367,Thursday,W,,2020,9,36
2020-09-04,146022,Friday,W,,2020,9,36
2020-09-05,107827,Saturday,A,,2020,9,36
2020-09-06,79905,Sunday,U,,2020,9,36
2020-09-07,85491,Monday,U,Labor Day,2020,9,37
2020-09-08,125150,Tuesday,W,,2020,9,37
2020-09-09,134452,Wednesday,W,,2020,9,37
2020-09-10,138476,Thursday,W,,2020,9,37
2020-09-11,142561,Friday,W,,2020,9,37
2020-09-12,95152,Saturday,A,,2020,9,37
2020-09-13,84815,Sunday,U,,2020,9,37
2020-09-14,131691,Monday,W,,2020,9,38
2020-09-15,137796,Tuesday,W,,2020,9,38
2020-09-16,141590,Wednesday,W,,2020,9,38
2020-09-17,141580,Thursday,W,,2020,9,38
2020-09-18,147828,Friday,W,,2020,9,38
2020-09-19,108837,Saturday,A,,2020,9,38
2020-09-20,82879,Sunday,U,,2020,9,38
2020-09-21,132560,Monday,W,,2020,9,39
2020-09-22,137779,Tuesday,W,,2020,9,39
2020-09-23,139889,Wednesday,W,,2020,9,39
2020-09-24,140340,Thursday,W,,2020,9,39
2020-09-25,149411,Friday,W,,2020,9,39
2020-09-26,109677,Saturday,A,,2020,9,39
2020-09-27,83305,Sunday,U,,2020,9,39
2020-09-28,131279,Monday,W,,2020,9,40
2020-09-29,138623,Tuesday,W,,2020,9,40
2020-09-30,139805,Wednesday,W,,2020,9,40
2020-10-01,143177,Thursday,W,,2020,10,40
2020-10-02,150630,Friday,W,,2020,10,40
2020-10-03,107667,Saturday,A,,2020,10,40
2020-10-04,81904,Sunday,U,,2020,10,40
2020-10-05,135852,Monday,W,,2020,10,41
2020-10-06,139105,Tuesday,W,,2020,10,41
2020-10-07,141831,Wednesday,W,,2020,10,41
2020-10-08,144070,Thursday,W,,2020,10,41
2020-10-09,151564,Friday,W,,2020,10,41
2020-10-10,110946,Saturday,A,,2020,10,41
2020-10-11,84235,Sunday,U,,2020,10,41
2020-10-12,120260,Monday,W,,2020,10,42
2020-10-13,141204,Tuesday,W,,2020,10,42
2020-10-14,142377,Wednesday,W,,2020,10,42
2020-10-15,142765,Thursday,W,,2020,10,42
2020-10-16,147405,Friday,W,,2020,10,42
2020-10-17,108042,Saturday,A,,2020,10,42
2020-10-18,75246,Sunday,U,,2020,10,42
2020-10-19,130476,Monday,W,,2020,10,43
2020-10-20,135269,Tuesday,W,,2020,10,43
2020-10-21,138623,Wednesday,W,,2020,10,43
2020-10-22,139409,Thursday,W,,2020,10,43
2020-10-23,137456,Friday,W,,2020,10,43
2020-10-24,106246,Saturday,A,,2020,10,43
2020-10-25,77289,Sunday,U,,2020,10,43
2020-10-26,128190,Monday,W,,2020,10,44
2020-10-27,131274,Tuesday,W,,2020,10,44
2020-10-28,136943,Wednesday,W,,2020,10,44
2020-10-29,136548,Thursday,W,,2020,10,44
2020-10-30,142399,Friday,W,,2020,10,44
2020-10-31,96647,Saturday,A,,2020,10,44
2020-11-01,70430,Sunday,U,,2020,11,44
2020-11-02,126919,Monday,W,,2020,11,45
2020-11-03,123182,Tuesday,W,,2020,11,45
2020-11-04,124338,Wednesday,W,,2020,11,45
2020-11-05,130333,Thursday,W,,2020,11,45
2020-11-06,137470,Friday,W,,2020,11,45
2020-11-07,103433,Saturday,A,,2020,11,45
2020-11-08,77204,Sunday,U,,2020,11,45
2020-11-09,129257,Monday,W,,2020,11,46
2020-11-10,125865,Tuesday,W,,2020,11,46
2020-11-11,121416,Wednesday,W,,2020,11,46
2020-11-12,130384,Thursday,W,,2020,11,46
2020-11-13,131239,Friday,W,,2020,11,46
2020-11-14,85182,Saturday,A,,2020,11,46
2020-11-15,61976,Sunday,U,,2020,11,46
2020-11-16,115712,Monday,W,,2020,11,47
2020-11-17,115967,Tuesday,W,,2020,11,47
2020-11-18,117909,Wednesday,W,,2020,11,47
2020-11-19,121985,Thursday,W,,2020,11,47
2020-11-20,123076,Friday,W,,2020,11,47
2020-11-21,82062,Saturday,A,,2020,11,47
2020-11-22,61408,Sunday,U,,2020,11,47
2020-11-23,114046,Monday,W,,2020,11,48
2020-11-24,111153,Tuesday,W,,2020,11,48
2020-11-25,108344,Wednesday,W,,2020,11,48
2020-11-26,46584,Thursday,U,Thanksgiving Day,2020,11,48
2020-11-27,87768,Friday,W,,2020,11,48
2020-11-28,79184,Saturday,A,,2020,11,48
2020-11-29,62515,Sunday,U,,2020,11,48
2020-11-30,107293,Monday,W,,2020,11,49
2020-12-01,113983,Tuesday,W,,2020,12,49
2020-12-02,113352,Wednesday,W,,2020,12,49
2020-12-03,117044,Thursday,W,,2020,12,49
2020-12-04,118913,Friday,W,,2020,12,49
2020-12-05,82705,Saturday,A,,2020,12,49
2020-12-06,61151,Sunday,U,,2020,12,49
2020-12-07,110007,Monday,W,,2020,12,50
2020-12-08,112979,Tuesday,W,,2020,12,50
2020-12-09,118123,Wednesday,W,,2020,12,50
2020-12-10,119004,Thursday,W,,2020,12,50
2020-12-11,114001,Friday,W,,2020,12,50
2020-12-12,75860,Saturday,A,,2020,12,50
2020-12-13,64684,Sunday,U,,2020,12,50
2020-12-14,111536,Monday,W,,2020,12,51
2020-12-15,112958,Tuesday,W,,2020,12,51
2020-12-16,114031,Wednesday,W,,2020,12,51
2020-12-17,114816,Thursday,W,,2020,12,51
2020-12-18,119094,Friday,W,,2020,12,51
2020-12-19,83607,Saturday,A,,2020,12,51
2020-12-20,66073,Sunday,U,,2020,12,51
2020-12-21,113433,Monday,W,,2020,12,52
2020-12-22,115956,Tuesday,W,,2020,12,52
2020-12-23,113951,Wednesday,W,,2020,12,52
2020-12-24,76224,Thursday,W,,2020,12,52
2020-12-25,33721,Friday,U,Christmas Day,2020,12,52
2020-12-26,67064,Saturday,A,,2020,12,52
2020-12-27,59718,Sunday,U,,2020,12,52
2020-12-28,103235,Monday,W,,2020,12,53
2020-12-29,105905,Tuesday,W,,2020,12,53
2020-12-30,104166,Wednesday,W,,2020,12,53
2020-12-31,94191,Thursday,W,,2020,12,53
2021-01-01,50677,Friday,U,New Year's Day,2021,1,53
2021-01-02,73416,Saturday,A,,2021,1,53
2021-01-03,59097,Sunday,U,,2021,1,53
2021-01-04,108223,Monday,W,,2021,1,1
2021-01-05,110181,Tuesday,W,,2021,1,1
2021-01-06,111454,Wednesday,W,,2021,1,1
2021-01-07,110654,Thursday,W,,2021,1,1
2021-01-08,112365,Friday,W,,2021,1,1
2021-01-09,81530,Saturday,A,,2021,1,1
2021-01-10,58669,Sunday,U,,2021,1,1
2021-01-11,106168,Monday,W,,2021,1,2
2021-01-12,112107,Tuesday,W,,2021,1,2
2021-01-13,114680,Wednesday,W,,2021,1,2
2021-01-14,112736,Thursday,W,,2021,1,2
2021-01-15,114664,Friday,W,,2021,1,2
2021-01-16,77849,Saturday,A,,2021,1,2
2021-01-17,59243,Sunday,U,,2021,1,2
2021-01-18,93154,Monday,W,,2021,1,3
2021-01-19,112403,Tuesday,W,,2021,1,3
2021-01-20,107559,Wednesday,W,,2021,1,3
2021-01-21,118020,Thursday,W,,2021,1,3
2021-01-22,113700,Friday,W,,2021,1,3
2021-01-23,77827,Saturday,A,,2021,1,3
2021-01-24,58775,Sunday,U,,2021,1,3
2021-01-25,111085,Monday,W,,2021,1,4
2021-01-26,104684,Tuesday,W,,2021,1,4
2021-01-27,113536,Wednesday,W,,2021,1,4
2021-01-28,114886,Thursday,W,,2021,1,4
2021-01-29,121587,Friday,W,,2021,1,4
2021-01-30,82356,Saturday,A,,2021,1,4
2021-01-31,61796,Sunday,U,,2021,1,4
2021-02-01,119971,Monday,W,,2021,2,5
2021-02-02,120544,Tuesday,W,,2021,2,5
2021-02-03,125705,Wednesday,W,,2021,2,5
2021-02-04,121818,Thursday,W,,2021,2,5
2021-02-05,115231,Friday,W,,2021,2,5
2021-02-06,73728,Saturday,A,,2021,2,5
2021-02-07,53307,Sunday,U,,2021,2,5
2021-02-08,106470,Monday,W,,2021,2,6
2021-02-09,113127,Tuesday,W,,2021,2,6
2021-02-10,116549,Wednesday,W,,2021,2,6
2021-02-11,120737,Thursday,W,,2021,2,6
2021-02-12,123194,Friday,W,,2021,2,6
2021-02-13,87772,Saturday,A,,2021,2,6
2021-02-14,60869,Sunday,U,,2021,2,6
2021-02-15,97606,Monday,W,,2021,2,7
2021-02-16,94776,Tuesday,W,,2021,2,7
2021-02-17,123662,Wednesday,W,,2021,2,7
